NO.	Time	Interval	Indoor Temperature(°C)	Indoor Humidity(%)	Outdoor Temperature(°C)	Outdoor Humidity(%)	Relative Pressure(mmHg)	Absolute Pressure(mmHg)	Wind Speed(m/s)	Gust(m/s)	Wind Direction	DewPoint(°C)	WindChill(°C)	Hour Rainfall(mm)	24 Hour Rainfall(mm)	Week Rainfall(mm)	Month Rainfall(mm)	Total Rainfall(mm)
 1239	 2017-10-30 02:28:17	 120	 7.5	 60	 4.9	 21	 766.1	 760.7	 3.7	 6.1	 N	 -15.6	 -0.3	 0.00	 0.00	 0.00	 0.00	 58.80
 1240	 2017-10-30 04:28:17	 120	 7.2	 61	 4.8	 21	 766.9	 761.6	 5.1	 7.8	 NW	 -15.7	 -2.5	 0.00	 0.00	 0.00	 0.00	 58.80
 1241	 2017-10-30 06:28:17	 120	 6.8	 61	 4.6	 22	 767.9	 762.5	 3.7	 5.8	 W	 -15.3	 -0.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1242	 2017-10-30 08:28:17	 120	 6.5	 60	 4.1	 22	 769.1	 763.7	 3.1	 4.8	 NW	 -15.7	 -0.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1243	 2017-10-30 10:28:17	 120	 6.2	 60	 5.0	 20	 770.0	 764.7	 2.0	 3.1	 W	 -16.1	 3.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1244	 2017-10-30 12:28:17	 120	 6.6	 61	 6.3	 19	 770.8	 765.5	 6.1	 9.2	 NW	 -15.6	 -1.8	 0.00	 0.00	 0.00	 0.00	 58.80
 1245	 2017-10-30 14:28:17	 120	 7.3	 60	 6.5	 19	 770.8	 765.5	 4.8	 7.1	 NW	 -15.5	 -0.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1246	 2017-10-30 16:29:17	 121	 8.3	 61	 7.7	 18	 770.6	 765.3	 3.7	 4.8	 NW	 -15.1	 3.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1247	 2017-10-30 18:29:17	 120	 8.1	 60	 5.2	 21	 770.9	 765.5	 2.4	 4.1	 NW	 -15.4	 2.8	 0.00	 0.00	 0.00	 0.00	 58.80
 1248	 2017-10-30 20:29:17	 120	 7.3	 61	 0.8	 30	 770.9	 765.5	 0.0	 0.3	 SE	 -14.8	 0.8	 0.00	 0.00	 0.00	 0.00	 58.80
 1249	 2017-10-30 22:29:17	 120	 6.6	 62	 -1.7	 42	 771.2	 765.9	 1.0	 1.7	 ESE	 -12.9	 -1.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1250	 2017-10-31 00:29:17	 120	 5.9	 63	 -2.6	 44	 771.2	 765.8	 1.0	 1.4	 ESE	 -13.2	 -2.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1251	 2017-10-31 02:29:17	 120	 5.3	 64	 -2.6	 48	 770.9	 765.6	 1.0	 1.4	 E	 -12.1	 -2.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1252	 2017-10-31 04:29:17	 120	 4.8	 66	 -2.6	 49	 770.3	 764.9	 0.7	 1.0	 SE	 -11.9	 -2.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1253	 2017-10-31 06:29:17	 120	 4.3	 66	 -1.9	 54	 769.4	 764.1	 0.3	 0.7	 S	 -10.0	 -1.9	 0.00	 0.00	 0.00	 0.00	 58.80
 1254	 2017-10-31 08:29:17	 120	 4.1	 66	 0.5	 45	 768.8	 763.4	 0.7	 1.4	 E	 -10.1	 0.5	 0.00	 0.00	 0.00	 0.00	 58.80
 1255	 2017-10-31 10:29:17	 120	 4.0	 66	 5.6	 40	 768.2	 762.8	 0.3	 0.7	 NE	 -6.9	 5.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1256	 2017-10-31 12:29:17	 120	 4.6	 66	 8.8	 30	 767.9	 762.6	 2.0	 3.4	 W	 -7.8	 7.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1257	 2017-10-31 14:29:17	 120	 5.5	 65	 11.0	 24	 767.3	 761.9	 1.7	 4.1	 SW	 -8.8	 11.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1258	 2017-10-31 16:29:17	 120	 7.1	 62	 11.1	 24	 766.4	 761.0	 1.7	 2.4	 SE	 -8.7	 11.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1259	 2017-10-31 18:29:17	 120	 7.6	 60	 8.4	 42	 765.7	 760.4	 0.3	 0.7	 S	 -3.8	 8.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1260	 2017-10-31 20:29:17	 120	 7.1	 61	 6.0	 50	 765.4	 760.1	 1.4	 2.0	 E	 -3.6	 6.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1261	 2017-10-31 22:29:17	 120	 6.7	 63	 6.2	 57	 764.6	 759.3	 0.0	 0.3	 E	 -1.7	 6.2	 0.00	 0.00	 0.00	 0.00	 58.80
 1262	 2017-11-01 00:29:17	 120	 6.5	 63	 7.1	 64	 763.8	 758.5	 0.3	 0.7	 SE	 0.8	 7.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1263	 2017-11-01 02:29:17	 120	 6.3	 63	 8.0	 61	 763.2	 757.9	 0.7	 1.4	 S	 0.9	 8.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1264	 2017-11-01 04:29:17	 120	 6.4	 63	 8.9	 56	 762.6	 757.3	 0.7	 1.0	 SSE	 0.6	 8.9	 0.00	 0.00	 0.00	 0.00	 58.80
 1265	 2017-11-01 06:29:17	 120	 6.4	 63	 7.5	 63	 761.9	 756.5	 0.3	 0.3	 E	 0.9	 7.5	 0.00	 0.00	 0.00	 0.00	 58.80
 1266	 2017-11-01 08:29:17	 120	 6.4	 63	 6.3	 69	 760.9	 755.6	 1.4	 1.7	 E	 1.0	 6.3	 0.00	 0.00	 0.00	 0.00	 58.80
 1267	 2017-11-01 10:29:17	 120	 6.4	 63	 8.5	 72	 760.4	 755.1	 0.7	 1.0	 E	 3.8	 8.5	 0.00	 0.00	 0.00	 0.00	 58.80
 1268	 2017-11-01 12:29:17	 120	 6.7	 64	 10.6	 69	 759.7	 754.4	 1.4	 2.4	 SW	 5.2	 10.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1269	 2017-11-01 14:29:17	 120	 7.3	 63	 11.1	 69	 758.3	 753.0	 2.0	 3.4	 SW	 5.6	 10.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1270	 2017-11-01 16:29:17	 120	 7.9	 63	 11.6	 67	 756.1	 750.8	 1.7	 4.1	 SSW	 5.7	 11.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1271	 2017-11-01 18:29:17	 120	 8.4	 64	 11.4	 58	 755.3	 750.0	 1.0	 1.7	 W	 3.4	 11.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1272	 2017-11-01 20:29:17	 120	 8.5	 64	 11.7	 45	 754.6	 749.3	 4.4	 7.1	 SSW	 0.2	 6.9	 0.00	 0.00	 0.00	 0.00	 58.80
 1273	 2017-11-01 22:29:17	 120	 8.7	 65	 11.6	 41	 754.4	 749.0	 3.4	 5.1	 SW	 -1.2	 8.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1274	 2017-11-02 00:29:17	 120	 8.8	 65	 11.4	 45	 754.0	 748.7	 1.4	 2.7	 NW	 -0.1	 11.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1275	 2017-11-02 02:29:17	 120	 8.9	 66	 11.1	 44	 753.4	 748.1	 2.4	 3.7	 W	 -0.7	 9.2	 0.00	 0.00	 0.00	 0.00	 58.80
 1276	 2017-11-02 04:29:17	 120	 9.0	 65	 10.1	 51	 752.9	 747.5	 1.0	 1.7	 WSW	 0.4	 10.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1277	 2017-11-02 06:29:17	 120	 8.9	 66	 9.9	 47	 752.8	 747.5	 1.0	 1.7	 W	 -0.9	 9.9	 0.00	 0.00	 0.00	 0.00	 58.80
 1278	 2017-11-02 08:29:17	 120	 8.8	 66	 8.1	 58	 753.3	 748.0	 0.7	 1.0	 W	 0.3	 8.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1279	 2017-11-02 10:29:17	 120	 8.5	 66	 8.5	 66	 755.1	 749.8	 0.3	 1.0	 NW	 2.5	 8.5	 0.00	 0.00	 0.00	 0.00	 58.80
 1280	 2017-11-02 12:29:17	 120	 8.8	 67	 11.6	 29	 756.8	 751.5	 2.7	 3.7	 N	 -5.8	 9.2	 0.00	 0.00	 0.00	 0.00	 58.80
 1281	 2017-11-02 14:29:17	 120	 9.7	 67	 13.1	 23	 758.3	 752.9	 5.1	 7.1	 N	 -7.6	 7.9	 0.00	 0.00	 0.00	 0.00	 58.80
 1282	 2017-11-02 16:29:17	 120	 10.5	 66	 13.0	 22	 759.7	 754.4	 1.4	 2.0	 NW	 -8.2	 13.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1283	 2017-11-02 18:29:17	 120	 10.5	 65	 8.6	 25	 761.3	 755.9	 1.0	 1.7	 N	 -10.3	 8.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1284	 2017-11-02 20:29:17	 120	 9.9	 66	 5.4	 24	 763.1	 757.8	 0.7	 1.0	 N	 -13.6	 5.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1285	 2017-11-02 22:29:17	 120	 9.2	 66	 3.0	 32	 763.8	 758.5	 0.7	 1.0	 E	 -12.1	 3.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1286	 2017-11-03 00:29:17	 120	 8.4	 67	 0.8	 42	 764.8	 759.5	 0.0	 0.0	 NW	 -10.7	 0.8	 0.00	 0.00	 0.00	 0.00	 58.80
 1287	 2017-11-03 02:29:17	 120	 7.8	 68	 1.4	 44	 765.2	 759.9	 0.3	 0.7	 E	 -9.5	 1.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1288	 2017-11-03 04:29:17	 120	 7.4	 69	 0.8	 46	 764.4	 759.1	 0.7	 1.0	 E	 -9.5	 0.8	 0.00	 0.00	 0.00	 0.00	 58.80
 1289	 2017-11-03 06:29:17	 120	 6.9	 69	 -1.0	 53	 763.7	 758.3	 1.0	 1.7	 SE	 -9.4	 -1.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1290	 2017-11-03 08:29:17	 120	 6.5	 69	 -0.5	 55	 763.2	 757.9	 0.7	 1.4	 E	 -8.4	 -0.5	 0.00	 0.00	 0.00	 0.00	 58.80
 1291	 2017-11-03 10:29:17	 120	 6.1	 70	 3.5	 64	 762.2	 756.9	 1.7	 2.0	 E	 -2.7	 3.5	 0.00	 0.00	 0.00	 0.00	 58.80
 1292	 2017-11-03 12:29:17	 120	 6.1	 69	 9.7	 47	 761.7	 756.4	 3.7	 5.4	 S	 -1.1	 5.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1293	 2017-11-03 14:29:17	 120	 6.7	 69	 10.2	 41	 761.3	 755.9	 2.0	 3.4	 SE	 -2.5	 9.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1294	 2017-11-03 16:29:17	 120	 7.3	 68	 8.8	 37	 761.1	 755.8	 2.4	 4.4	 S	 -5.1	 6.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1295	 2017-11-03 18:29:17	 120	 7.6	 67	 8.8	 36	 760.5	 755.2	 2.7	 3.4	 S	 -5.4	 6.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1296	 2017-11-03 20:29:17	 120	 7.6	 67	 8.9	 34	 760.3	 755.0	 3.4	 5.8	 SE	 -6.1	 4.9	 0.00	 0.00	 0.00	 0.00	 58.80
 1297	 2017-11-03 22:29:17	 120	 7.7	 67	 8.8	 34	 760.1	 754.8	 3.1	 7.1	 SSE	 -6.2	 5.3	 0.00	 0.00	 0.00	 0.00	 58.80
 1298	 2017-11-04 00:29:17	 120	 7.7	 67	 8.6	 37	 759.8	 754.4	 1.4	 3.4	 NNW	 -5.3	 8.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1299	 2017-11-04 02:29:17	 120	 7.6	 67	 8.6	 43	 759.3	 754.0	 2.0	 3.4	 SW	 -3.3	 7.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1300	 2017-11-04 04:29:17	 120	 7.6	 68	 8.6	 37	 759.0	 753.7	 3.4	 5.1	 W	 -5.3	 4.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1301	 2017-11-04 06:29:17	 120	 7.6	 68	 9.0	 42	 758.6	 753.2	 1.7	 2.7	 W	 -3.2	 9.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1302	 2017-11-04 08:29:17	 120	 7.7	 68	 8.6	 54	 758.3	 752.9	 2.7	 3.4	 S	 -0.2	 5.9	 0.00	 0.00	 0.00	 0.00	 58.80
 1303	 2017-11-04 10:29:17	 120	 7.7	 68	 8.0	 68	 758.4	 753.1	 1.4	 2.4	 W	 2.5	 8.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1304	 2017-11-04 12:29:17	 120	 8.0	 67	 9.2	 51	 758.6	 753.3	 2.0	 3.7	 E	 -0.4	 8.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1305	 2017-11-04 14:29:17	 120	 8.3	 67	 10.2	 42	 758.4	 753.1	 2.0	 3.1	 SE	 -2.1	 9.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1306	 2017-11-04 16:29:17	 120	 8.5	 67	 10.4	 55	 757.9	 752.6	 2.7	 3.7	 S	 1.8	 7.9	 0.00	 0.00	 0.00	 0.00	 58.80
 1307	 2017-11-04 18:29:17	 120	 8.6	 67	 8.9	 68	 757.4	 752.0	 0.7	 1.4	 N	 3.3	 8.9	 0.00	 0.00	 0.00	 0.00	 58.80
 1308	 2017-11-04 20:29:17	 120	 8.6	 67	 9.9	 71	 757.1	 751.8	 2.7	 3.1	 SE	 4.9	 7.3	 0.00	 0.00	 0.00	 0.00	 58.80
 1309	 2017-11-04 22:29:17	 120	 8.7	 67	 8.8	 71	 756.7	 751.4	 2.4	 2.7	 SE	 3.8	 6.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1310	 2017-11-05 00:29:17	 120	 8.6	 68	 8.4	 70	 755.7	 750.4	 2.4	 4.4	 E	 3.3	 6.3	 0.00	 0.00	 0.00	 0.00	 58.80
 1311	 2017-11-05 02:29:17	 120	 8.5	 68	 8.8	 73	 754.8	 749.5	 2.4	 3.7	 S	 4.2	 6.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1312	 2017-11-05 04:29:17	 120	 8.5	 68	 8.8	 73	 753.8	 748.4	 2.7	 4.1	 S	 4.2	 6.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1313	 2017-11-05 06:29:17	 120	 8.6	 68	 8.8	 70	 752.7	 747.4	 1.7	 3.4	 E	 3.6	 8.8	 0.00	 0.00	 0.00	 0.00	 58.80
 1314	 2017-11-05 08:29:17	 120	 8.6	 69	 9.0	 71	 752.0	 746.6	 1.4	 2.0	 SE	 4.0	 9.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1315	 2017-11-05 10:30:17	 121	 8.7	 69	 10.0	 74	 752.0	 746.6	 1.4	 2.4	 E	 5.6	 10.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1316	 2017-11-05 12:30:17	 120	 9.0	 68	 10.2	 62	 752.3	 747.0	 2.7	 4.1	 SE	 3.3	 7.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1317	 2017-11-05 14:30:17	 120	 9.5	 68	 9.9	 46	 752.9	 747.5	 3.7	 6.1	 SW	 -1.2	 5.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1318	 2017-11-05 16:30:17	 120	 9.7	 69	 9.4	 44	 753.7	 748.4	 3.1	 5.1	 SW	 -2.2	 6.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1319	 2017-11-05 18:30:17	 120	 9.6	 69	 9.2	 41	 754.9	 749.6	 2.0	 2.7	 W	 -3.4	 8.0	 0.00	 0.00	 0.00	 0.00	 58.80
 1320	 2017-11-05 20:30:17	 120	 9.4	 69	 9.4	 32	 756.2	 750.8	 1.7	 3.1	 SW	 -6.5	 9.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1321	 2017-11-05 22:30:17	 120	 9.2	 68	 8.9	 27	 757.6	 752.3	 3.1	 3.7	 NW	 -9.1	 5.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1322	 2017-11-06 00:30:17	 120	 8.9	 69	 5.6	 40	 759.0	 753.7	 0.3	 0.7	 NW	 -6.9	 5.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1323	 2017-11-06 02:30:17	 120	 8.4	 70	 3.4	 46	 760.2	 754.9	 0.3	 1.0	 NE	 -7.1	 3.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1324	 2017-11-06 04:30:17	 120	 7.8	 69	 0.7	 56	 761.6	 756.2	 1.0	 1.4	 E	 -7.1	 0.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1325	 2017-11-06 06:30:17	 120	 7.3	 70	 -0.6	 63	 762.9	 757.6	 0.3	 0.7	 E	 -6.8	 -0.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1326	 2017-11-06 08:30:17	 120	 6.7	 71	 -1.4	 67	 764.8	 759.5	 0.0	 0.0	 NE	 -6.7	 -1.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1327	 2017-11-06 10:30:17	 120	 6.2	 71	 -0.7	 70	 766.8	 761.5	 0.3	 0.7	 NW	 -5.5	 -0.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1328	 2017-11-06 12:30:17	 120	 6.2	 73	 5.3	 51	 768.2	 762.9	 0.7	 1.0	 SE	 -4.0	 5.3	 0.00	 0.00	 0.00	 0.00	 58.80
 1329	 2017-11-06 14:30:17	 120	 6.6	 72	 8.7	 34	 769.4	 764.0	 1.7	 2.7	 WNW	 -6.3	 8.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1330	 2017-11-06 16:30:17	 120	 7.2	 71	 8.7	 32	 770.2	 764.9	 0.3	 0.7	 W	 -7.1	 8.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1331	 2017-11-06 18:30:17	 120	 7.3	 70	 4.8	 47	 771.3	 766.0	 1.0	 1.4	 E	 -5.6	 4.8	 0.00	 0.00	 0.00	 0.00	 58.80
 1332	 2017-11-06 20:30:17	 120	 6.9	 70	 2.2	 61	 772.3	 767.0	 0.7	 1.0	 E	 -4.5	 2.2	 0.00	 0.00	 0.00	 0.00	 58.80
 1333	 2017-11-06 22:30:17	 120	 6.5	 70	 1.6	 65	 773.1	 767.8	 0.7	 1.0	 E	 -4.3	 1.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1334	 2017-11-07 00:30:17	 120	 6.1	 70	 1.7	 69	 773.6	 768.3	 1.0	 1.4	 E	 -3.4	 1.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1335	 2017-11-07 02:30:17	 120	 5.7	 71	 2.6	 69	 773.8	 768.5	 0.7	 1.0	 SE	 -2.5	 2.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1336	 2017-11-07 04:30:17	 120	 5.7	 71	 7.6	 31	 774.6	 769.3	 2.4	 3.4	 W	 -8.5	 5.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1337	 2017-11-07 06:30:17	 120	 5.8	 71	 7.9	 29	 774.2	 768.8	 1.4	 2.4	 SW	 -9.0	 7.9	 0.00	 0.00	 0.00	 0.00	 58.80
 1338	 2017-11-07 08:30:17	 120	 6.0	 69	 7.7	 38	 774.3	 769.0	 1.4	 2.0	 SW	 -5.7	 7.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1339	 2017-11-07 10:30:17	 120	 6.1	 69	 8.7	 37	 774.8	 769.5	 1.4	 2.4	 SE	 -5.2	 8.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1340	 2017-11-07 12:30:17	 120	 6.6	 69	 10.3	 32	 775.2	 769.9	 1.7	 3.1	 SW	 -5.7	 10.3	 0.00	 0.00	 0.00	 0.00	 58.80
 1341	 2017-11-07 14:30:17	 120	 7.2	 68	 9.4	 41	 775.2	 769.9	 2.7	 4.4	 SW	 -3.2	 6.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1342	 2017-11-07 16:30:17	 120	 7.6	 68	 9.7	 36	 775.0	 769.7	 1.4	 2.7	 SW	 -4.6	 9.7	 0.00	 0.00	 0.00	 0.00	 58.80
 1343	 2017-11-07 18:30:17	 120	 7.8	 68	 8.7	 40	 774.6	 769.3	 2.4	 3.7	 SE	 -4.1	 6.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1344	 2017-11-07 20:30:17	 120	 7.6	 68	 8.6	 38	 774.8	 769.4	 1.7	 2.7	 SE	 -4.9	 8.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1345	 2017-11-07 22:30:17	 120	 7.4	 68	 5.3	 52	 774.9	 769.6	 0.7	 1.7	 E	 -3.8	 5.3	 0.00	 0.00	 0.00	 0.00	 58.80
 1346	 2017-11-08 00:30:17	 120	 7.1	 68	 5.4	 51	 775.3	 770.0	 1.4	 2.0	 E	 -3.9	 5.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1347	 2017-11-08 02:30:17	 120	 6.9	 69	 4.6	 62	 775.2	 769.9	 1.0	 1.4	 SE	 -2.0	 4.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1348	 2017-11-08 04:30:17	 120	 6.6	 69	 3.9	 71	 774.9	 769.6	 1.4	 1.7	 E	 -0.9	 3.9	 0.00	 0.00	 0.00	 0.00	 58.80
 1349	 2017-11-08 06:30:17	 120	 6.5	 70	 4.8	 71	 774.8	 769.4	 1.7	 2.7	 SE	 -0.0	 4.8	 0.00	 0.00	 0.00	 0.00	 58.80
 1350	 2017-11-08 08:30:17	 120	 6.4	 70	 4.0	 72	 774.9	 769.6	 2.0	 2.4	 E	 -0.6	 2.6	 0.00	 0.00	 0.00	 0.00	 58.80
 1351	 2017-11-08 10:30:17	 120	 6.2	 70	 4.1	 73	 775.4	 770.1	 0.7	 1.4	 SSE	 -0.3	 4.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1352	 2017-11-08 12:30:17	 120	 6.4	 70	 6.7	 54	 775.7	 770.3	 3.1	 4.4	 E	 -1.9	 2.9	 0.00	 0.00	 0.00	 0.00	 58.80
 1353	 2017-11-08 14:30:17	 120	 6.8	 70	 7.9	 43	 775.4	 770.1	 2.7	 3.7	 ESE	 -3.9	 5.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1354	 2017-11-08 16:30:17	 120	 7.3	 69	 7.8	 40	 775.1	 769.8	 0.7	 1.4	 SE	 -5.0	 7.8	 0.00	 0.00	 0.00	 0.00	 58.80
 1355	 2017-11-08 18:30:17	 120	 7.3	 69	 6.8	 44	 774.8	 769.5	 1.0	 1.7	 E	 -4.6	 6.8	 0.00	 0.00	 0.00	 0.00	 58.80
 1356	 2017-11-08 20:30:17	 120	 7.1	 69	 5.1	 54	 774.3	 769.0	 0.7	 1.4	 E	 -3.4	 5.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1357	 2017-11-08 22:30:17	 120	 6.9	 69	 3.1	 64	 773.7	 768.4	 1.4	 2.4	 NE	 -3.0	 3.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1358	 2017-11-09 00:30:17	 120	 6.5	 70	 3.8	 72	 772.8	 767.5	 1.4	 1.7	 E	 -0.8	 3.8	 0.00	 0.00	 0.00	 0.00	 58.80
 1359	 2017-11-09 02:30:17	 120	 6.3	 70	 6.4	 69	 771.2	 765.9	 2.4	 3.7	 SE	 1.1	 4.1	 0.00	 0.00	 0.00	 0.00	 58.80
 1360	 2017-11-09 04:30:17	 120	 6.4	 70	 6.5	 61	 769.7	 764.4	 2.7	 4.4	 E	 -0.5	 3.5	 0.00	 0.00	 0.00	 0.00	 58.80
 1361	 2017-11-09 06:30:17	 120	 6.5	 70	 8.8	 43	 767.5	 762.2	 4.4	 6.8	 S	 -3.1	 3.4	 0.00	 0.00	 0.00	 0.00	 58.80
 1362	 2017-11-09 08:30:17	 120	 6.7	 70	 8.9	 42	 765.5	 760.1	 4.4	 6.8	 SSE	 -3.3	 3.5	 0.00	 0.00	 0.00	 0.00	 58.80
 1363	 2017-11-09 10:30:17	 120	 7.0	 69	 8.8	 46	 763.4	 758.1	 3.1	 5.1	 SE	 -2.2	 5.3	 0.00	 0.00	 0.00	 0.00	 58.80
 1364	 2017-11-09 12:30:17	 120	 7.2	 69	 8.5	 55	 761.4	 756.1	 5.4	 8.2	 S	 -0.0	 1.8	 0.30	 0.30	 0.30	 0.30	 59.10
 1365	 2017-11-09 14:30:17	 120	 7.4	 70	 8.9	 70	 759.5	 754.2	 7.8	 10.5	 SE	 3.7	 0.2	 0.00	 0.30	 0.30	 0.30	 59.10
 1366	 2017-11-09 16:30:17	 120	 7.8	 70	 9.8	 36	 758.6	 753.3	 4.1	 7.8	 SSW	 -4.6	 5.0	 0.30	 0.60	 0.60	 0.60	 59.40
 1367	 2017-11-09 18:30:17	 120	 7.9	 70	 9.3	 31	 758.8	 753.5	 2.0	 4.1	 SW	 -7.0	 8.1	 0.00	 0.60	 0.60	 0.60	 59.40
 1368	 2017-11-09 20:30:17	 120	 7.8	 70	 9.0	 29	 758.7	 753.4	 4.4	 7.5	 SW	 -8.1	 3.6	 0.00	 0.60	 0.60	 0.60	 59.40
 1369	 2017-11-09 22:30:17	 120	 7.7	 70	 8.5	 32	 758.7	 753.4	 4.4	 7.1	 SW	 -7.3	 3.0	 0.00	 0.60	 0.60	 0.60	 59.40
 1370	 2017-11-10 00:30:17	 120	 7.6	 70	 8.0	 35	 758.4	 753.1	 1.4	 2.4	 NW	 -6.5	 8.0	 0.00	 0.00	 0.60	 0.60	 59.40
 1371	 2017-11-10 02:30:17	 120	 7.5	 70	 7.8	 36	 758.0	 752.6	 2.7	 4.4	 W	 -6.3	 5.0	 0.00	 0.00	 0.60	 0.60	 59.40
 1372	 2017-11-10 04:30:17	 120	 7.3	 70	 7.6	 36	 757.2	 751.9	 2.4	 5.1	 SW	 -6.5	 5.4	 0.00	 0.00	 0.60	 0.60	 59.40
 1373	 2017-11-10 06:30:17	 120	 7.2	 70	 7.7	 34	 756.2	 750.9	 5.4	 8.8	 S	 -7.2	 0.8	 0.00	 0.00	 0.60	 0.60	 59.40
 1374	 2017-11-10 08:30:17	 120	 7.2	 70	 7.8	 33	 755.1	 749.8	 1.7	 3.1	 S	 -7.5	 7.8	 0.00	 0.00	 0.60	 0.60	 59.40
 1375	 2017-11-10 10:30:17	 120	 7.2	 70	 7.9	 32	 754.2	 748.9	 2.0	 3.4	 S	 -7.8	 6.7	 0.00	 0.00	 0.60	 0.60	 59.40
 1376	 2017-11-10 12:30:17	 120	 7.3	 70	 8.0	 37	 752.6	 747.2	 1.0	 1.7	 S	 -5.8	 8.0	 0.00	 0.00	 0.60	 0.60	 59.40
 1377	 2017-11-10 14:30:17	 120	 7.4	 70	 5.7	 58	 750.8	 745.5	 3.4	 4.4	 SE	 -1.9	 1.2	 0.00	 0.00	 0.60	 0.60	 59.40
 1378	 2017-11-10 16:30:17	 120	 7.5	 69	 5.6	 65	 749.0	 743.6	 2.0	 2.7	 SE	 -0.5	 4.3	 0.00	 0.00	 0.60	 0.60	 59.40
 1379	 2017-11-10 18:30:17	 120	 7.3	 70	 5.1	 68	 748.1	 742.7	 0.3	 1.0	 NW	 -0.3	 5.1	 0.00	 0.00	 0.60	 0.60	 59.40
 1380	 2017-11-10 20:30:17	 120	 7.1	 70	 4.0	 71	 747.9	 742.6	 0.3	 0.7	 W	 -0.8	 4.0	 0.00	 0.00	 0.60	 0.60	 59.40
